Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1200891,,4.4,4.0,,,,3.75,4.75,6.5,,,3.8,N1,BinhDinh
BD1200892,,5.6,6.0,2.5,3.0,3.5,4.75,5.5,8.25,,,3.6,N1,BinhDinh
BD1200893,,6.2,5.75,7.25,7.0,4.5,,,,,,5.8,N1,BinhDinh
BD1200894,,6.2,5.5,3.75,3.75,4.5,,,,,,3.6,N1,BinhDinh
BD1200895,,3.8,2.0,,,,2.5,4.25,5.75,,,4.0,N1,BinhDinh
BD1200896,,1.8,3.75,,,,5.0,5.75,6.0,,,1.8,N1,BinhDinh
BD1200897,,3.8,5.25,,,,2.0,3.75,5.25,,,2.2,N1,BinhDinh
BD1200898,,3.2,4.75,,,,5.75,7.0,8.0,,,4.2,N1,BinhDinh
BD1200899,,6.6,6.0,,,,5.75,6.5,8.25,,,4.0,N1,BinhDinh
BD1200900,,8.0,4.75,7.0,7.5,9.25,,,,,,6.8,N1,BinhDinh
BD1200901,,6.2,5.25,,,,5.0,4.5,9.25,,,4.8,N1,BinhDinh
BD1200902,,8.2,6.25,7.25,6.0,4.75,,,,,,5.8,N1,BinhDinh
BD1200903,,3.8,4.75,3.25,2.75,3.0,,,,,,2.8,N1,BinhDinh
BD1200904,,6.2,4.75,4.25,4.25,4.5,5.0,6.5,5.5,,,3.8,N1,BinhDinh
BD1200905,,2.0,3.25,,,,3.75,5.5,7.0,,,3.2,N1,BinhDinh
BD1200906,,5.0,6.0,,,,4.0,5.75,7.0,,,5.4,N1,BinhDinh
BD1200907,,3.2,4.0,2.5,2.25,3.25,3.25,2.5,6.25,,,1.6,N1,BinhDinh
BD1200908,,7.0,6.25,4.75,6.25,4.25,,,,,,3.8,N1,BinhDinh
BD1200909,,3.6,2.75,,,,3.25,3.75,4.5,,,4.0,N1,BinhDinh
BD1200910,,4.6,5.5,,,,3.5,5.0,6.75,,,3.4,N1,BinhDinh
BD1200911,,5.6,7.0,,,,5.75,7.5,7.25,,,7.4,N1,BinhDinh
BD1200912,,4.2,4.25,,,,3.0,5.25,5.25,,,3.2,N1,BinhDinh
BD1200913,,7.0,6.0,6.25,4.5,4.75,,,,,,5.6,N1,BinhDinh
BD1200914,,4.6,5.0,3.5,4.25,3.25,3.25,4.75,6.25,,,3.8,N1,BinhDinh
BD1200915,,7.2,6.25,6.5,7.0,5.25,,,,,,3.8,N1,BinhDinh
BD1200916,,9.6,6.25,6.5,7.75,8.5,,,,,,4.8,N1,BinhDinh
BD1200917,,6.8,6.25,5.5,3.5,4.5,,,,,,4.6,N1,BinhDinh
BD1200918,,7.2,3.75,4.5,5.75,4.0,,,,,,3.6,N1,BinhDinh
BD1200919,,7.2,6.75,,,,5.75,6.25,7.25,,,6.8,N1,BinhDinh
BD1200920,,6.4,4.25,,,,4.75,6.0,6.5,,,2.8,N1,BinhDinh
BD1200921,,7.8,5.25,5.5,6.5,3.5,,,,,,3.8,N1,BinhDinh
BD1200922,,9.0,6.25,8.5,3.0,3.75,,,,,,7.4,N1,BinhDinh
BD1200923,,4.8,5.25,4.0,4.0,4.0,,,,,,3.0,N1,BinhDinh
BD1200924,,6.8,6.25,6.0,5.75,6.0,,,,,,6.0,N1,BinhDinh
BD1200925,,7.0,6.75,,,,,,,,,8.8,N1,BinhDinh
BD1200926,,3.6,4.5,,,,4.5,,,,,,,BinhDinh
BD1200927,,7.4,6.25,6.25,4.25,4.75,,,,,,4.6,N1,BinhDinh
BD1200928,,5.4,6.0,,,,3.25,6.5,9.0,,,6.2,N1,BinhDinh
BD1200929,,6.2,,5.25,2.0,3.25,,,,,,,,BinhDinh
BD1200930,,3.2,5.75,,,,4.25,5.5,6.0,,,3.0,N1,BinhDinh
BD1200931,,6.2,4.25,4.75,4.25,3.75,,,,,,3.8,N1,BinhDinh
BD1200932,,6.6,7.0,,,,3.25,7.0,8.5,,,6.2,N1,BinhDinh
BD1200933,,4.8,5.0,2.75,2.75,4.5,4.25,6.25,7.25,,,3.0,N1,BinhDinh
BD1200934,,5.8,5.5,5.0,2.75,3.25,,,,,,3.4,N1,BinhDinh
BD1200935,,7.2,6.25,7.25,7.0,6.25,,,,,,3.6,N1,BinhDinh
BD1200936,,5.6,4.5,1.75,3.0,3.75,2.5,4.5,6.75,,,3.2,N1,BinhDinh
BD1200937,,6.8,6.0,4.75,5.75,4.5,,,,,,3.0,N1,BinhDinh
BD1200938,,5.2,5.5,,,,3.0,5.5,7.25,,,4.0,N1,BinhDinh
BD1200939,,4.8,3.25,,,,4.0,5.5,7.0,,,1.2,N1,BinhDinh
BD1200941,,8.6,5.0,5.5,7.75,6.25,,,,,,3.2,N1,BinhDinh
BD1200942,,5.6,6.75,,,,2.75,7.0,8.25,,,4.6,N1,BinhDinh
BD1200943,,8.6,5.5,8.5,7.5,5.0,,,,,,3.8,N1,BinhDinh
BD1200944,,3.4,2.5,,,,3.25,2.75,4.5,,,1.6,N1,BinhDinh
BD1200945,,5.2,6.25,,,,4.75,5.75,9.0,,,3.2,N1,BinhDinh
BD1200946,,6.8,5.25,,,,4.25,6.5,8.25,,,7.6,N1,BinhDinh
BD1200947,,5.6,6.0,4.25,4.0,4.5,,,,,,4.2,N1,BinhDinh
BD1200948,,7.2,6.25,6.75,5.5,5.25,,,,,,4.2,N1,BinhDinh
BD1200949,,6.6,5.25,3.75,7.0,6.0,,,,,,4.8,N1,BinhDinh
BD1200950,,8.0,7.0,6.25,7.0,6.0,,,,,,5.8,N1,BinhDinh
BD1200951,,4.8,4.5,3.75,2.75,3.5,5.5,5.75,7.25,,,3.0,N1,BinhDinh
BD1200952,,5.8,7.25,2.5,3.0,4.5,,,,,,6.4,N1,BinhDinh
BD1200953,,3.4,4.5,,,,2.75,4.75,4.75,,,4.2,N1,BinhDinh
BD1200954,,7.4,4.5,5.25,3.75,3.75,,,,,,6.0,N1,BinhDinh
BD1200955,,7.6,5.5,7.75,5.5,4.25,3.0,7.0,8.0,,,6.6,N1,BinhDinh
BD1200956,,5.6,6.75,,,,6.75,7.5,9.0,,,3.2,N1,BinhDinh
BD1200957,,4.2,4.0,3.5,2.75,3.0,4.0,5.5,5.25,,,3.6,N1,BinhDinh
BD1200959,,8.0,5.75,4.0,7.75,7.75,,,,,,5.6,N1,BinhDinh
BD1200960,,3.6,4.25,,,,1.25,5.25,6.75,,,1.2,N1,BinhDinh
BD1200961,,3.0,5.75,,,,2.0,4.5,8.75,,,3.2,N1,BinhDinh
BD1200962,,4.0,3.0,,,,3.75,4.25,7.0,,,1.6,N1,BinhDinh
BD1200963,,8.6,6.25,8.25,7.5,6.0,,,,,,7.0,N1,BinhDinh
BD1200964,,7.0,5.5,4.75,5.25,5.0,3.75,6.75,7.75,,,6.8,N1,BinhDinh
BD1200965,,6.2,6.0,,,,6.0,7.25,9.0,,,3.4,N1,BinhDinh
BD1200966,,4.0,4.0,,,,4.5,6.0,7.0,,,2.4,N1,BinhDinh
BD1200967,,8.0,5.5,8.25,7.0,5.25,,,,,,7.6,N1,BinhDinh
BD1200968,,5.0,5.5,,,,3.5,4.5,7.0,,,3.0,N1,BinhDinh
BD1200969,,5.6,5.0,6.0,3.75,4.0,,,,,,4.2,N1,BinhDinh
BD1200970,,4.0,5.25,,,,4.5,5.5,5.5,,,2.8,N1,BinhDinh
BD1200971,,7.8,7.25,5.25,5.75,5.25,,,,,,5.6,N1,BinhDinh
BD1200972,,6.6,6.5,6.0,6.25,4.5,,,,,,4.0,N1,BinhDinh
BD1200973,,6.4,4.0,,,,2.5,5.75,8.0,,,4.0,N1,BinhDinh
BD1200974,,5.6,5.25,5.5,5.0,3.75,,,,,,3.8,N1,BinhDinh
BD1200975,,7.8,5.0,8.25,7.25,4.5,,,,,,3.8,N1,BinhDinh
BD1200976,,5.6,5.0,5.0,4.25,4.5,,,,,,3.4,N1,BinhDinh
BD1200977,,7.6,5.75,6.75,6.75,4.5,,,,,,2.8,N1,BinhDinh
BD1200978,,6.2,6.0,,,,3.75,6.0,7.75,,,4.4,N1,BinhDinh
BD1200979,,8.0,5.0,4.25,7.0,5.5,,,,,,4.0,N1,BinhDinh
BD1200980,,5.8,4.75,,,,3.25,4.25,6.0,,,3.0,N1,BinhDinh
BD1200981,,6.8,6.0,,,,4.25,6.75,6.75,,,6.6,N1,BinhDinh
BD1200982,,7.4,6.25,,,,5.5,4.75,7.75,,,2.8,N1,BinhDinh
BD1200983,,6.8,6.0,6.25,5.75,4.75,,,,,,4.0,N1,BinhDinh
BD1200984,,6.8,6.5,6.25,5.75,5.75,,,,,,5.2,N1,BinhDinh
BD1200985,,4.0,5.0,,,,4.25,7.25,7.75,,,5.2,N1,BinhDinh
BD1200986,,7.4,4.75,5.25,3.5,4.0,,,,,,3.0,N1,BinhDinh
BD1200987,,6.4,6.5,5.0,3.75,4.25,,,,,,4.2,N1,BinhDinh
BD1200988,,6.0,6.5,4.25,4.25,3.75,4.0,6.5,8.5,,,5.2,N1,BinhDinh
BD1200989,,3.0,3.0,,,,2.0,5.0,3.75,,,3.0,N1,BinhDinh
BD1200990,,5.6,4.75,2.5,3.0,3.5,4.5,7.25,8.25,,,3.2,N1,BinhDinh
BD1200991,,4.0,4.75,,,,7.5,6.5,9.75,,,4.6,N1,BinhDinh
BD1200992,,3.6,4.0,,,,4.0,5.5,7.25,,,3.8,N1,BinhDinh
BD1200993,,7.8,3.5,7.25,7.0,4.5,,,,,,3.6,N1,BinhDinh
BD1200994,,6.2,5.75,,,,4.75,7.0,8.0,,,0.6,N1,BinhDinh
BD1200995,,6.8,5.5,5.25,6.5,6.5,,,,,,4.0,N1,BinhDinh
BD1200996,,3.6,5.25,,,,4.5,4.75,8.25,,,2.4,N1,BinhDinh
BD1200997,,3.4,5.25,,,,4.75,6.5,7.75,,,2.6,N1,BinhDinh
BD1200998,,5.4,5.25,,,,5.5,6.0,7.75,,,4.4,N1,BinhDinh
BD1200999,,5.8,4.5,,,,3.75,5.75,,,,,,BinhDinh
BD1201000,,4.6,5.25,,,,3.25,4.0,7.0,,,2.6,N1,BinhDinh
BD1201001,,6.6,7.0,,,,6.25,5.75,8.5,,,3.8,N1,BinhDinh
BD1201002,,8.2,5.5,,,,5.75,7.5,8.0,,,7.2,N1,BinhDinh
BD1201003,,6.8,7.0,6.75,5.5,4.25,,,,,,8.2,N1,BinhDinh
BD1201004,,8.0,6.0,6.25,4.0,4.5,,,,,,7.0,N1,BinhDinh
BD1201005,,2.2,1.75,2.75,2.0,1.75,2.25,2.75,,,,,,BinhDinh
BD1201006,,6.8,6.0,5.0,6.0,4.75,,,,,,6.6,N1,BinhDinh
BD1201007,,7.8,6.0,4.0,7.25,4.0,5.5,6.5,7.75,,,6.6,N1,BinhDinh
BD1201008,,4.0,2.5,,,,3.5,5.5,2.25,,,3.2,N1,BinhDinh
BD1201009,,6.0,5.75,5.5,6.75,3.75,,,,,,6.4,N1,BinhDinh
BD1201010,,7.2,7.5,,,,5.75,8.25,9.0,,,5.4,N1,BinhDinh
BD1201011,,6.0,6.0,,,,3.5,5.5,5.75,,,5.0,N1,BinhDinh
BD1201012,,7.4,7.5,7.0,4.5,5.0,,,,,,7.8,N1,BinhDinh
BD1201013,,6.2,6.5,,,,5.75,6.25,8.0,,,1.6,N1,BinhDinh
BD1201014,,6.0,5.0,,,,4.5,6.5,8.75,,,3.0,N1,BinhDinh
BD1201015,,6.4,6.25,4.75,4.75,3.75,3.5,5.0,6.25,,,5.6,N1,BinhDinh
BD1201016,,5.6,6.0,5.25,4.0,3.0,,,,,,3.6,N1,BinhDinh
BD1201017,,6.6,6.5,,,,4.0,6.25,7.5,,,5.8,N1,BinhDinh
BD1201018,,5.4,5.75,,,,4.0,6.5,8.5,,,3.8,N1,BinhDinh
BD1201020,,5.2,5.0,,,,3.75,4.25,6.25,,,6.2,N1,BinhDinh
BD1201021,,8.0,4.5,7.75,6.25,3.75,,,,,,4.6,N1,BinhDinh
BD1201022,,5.8,6.0,6.5,5.0,5.0,,,,,,3.4,N1,BinhDinh
BD1201023,,4.4,5.0,,,,2.5,5.0,7.5,,,2.2,N1,BinhDinh
BD1201024,,3.6,5.25,,,,2.75,5.5,7.25,,,4.8,N1,BinhDinh
BD1201025,,6.8,6.0,4.5,6.75,7.25,,,,,,3.6,N1,BinhDinh
BD1201026,,5.4,4.5,,,,4.5,5.0,8.5,,,4.0,N1,BinhDinh
BD1201027,,5.2,6.0,,,,5.0,6.5,8.25,,,4.0,N1,BinhDinh
BD1201028,,7.4,4.75,6.5,7.75,8.0,,,,,,7.8,N1,BinhDinh
BD1201029,,2.4,2.75,,,,3.75,6.5,6.5,,,3.2,N1,BinhDinh
BD1201030,,8.2,5.0,4.5,6.5,6.5,,,,,,5.4,N1,BinhDinh
BD1201031,,5.4,6.0,2.75,2.0,4.5,4.75,5.75,8.25,,,3.4,N1,BinhDinh
BD1201032,,3.8,4.5,,,,3.5,,,,,,,BinhDinh
BD1201033,,7.2,6.75,4.25,5.0,5.0,,,,,,5.8,N1,BinhDinh
BD1201034,,2.0,4.25,,,,4.25,3.5,4.75,,,3.2,N1,BinhDinh
BD1201035,,6.2,5.25,5.5,5.0,4.0,,,,,,3.2,N1,BinhDinh
BD1201036,,6.0,4.75,6.0,5.25,4.0,,,,,,4.2,N1,BinhDinh
BD1201037,,5.2,4.25,,,,4.5,6.5,7.25,,,3.4,N1,BinhDinh
BD1201038,,7.6,5.75,4.25,8.25,7.75,,,,,,8.4,N1,BinhDinh
BD1201039,,4.8,5.5,,,,4.25,5.5,8.25,,,3.2,N1,BinhDinh
BD1201040,,4.4,5.25,3.25,4.75,2.5,3.25,6.0,6.25,,,3.2,N1,BinhDinh
BD1201041,,7.4,6.0,4.5,4.25,4.0,,,,,,4.6,N1,BinhDinh
BD1201042,,7.0,4.25,,,,4.25,6.25,8.75,,,4.2,N1,BinhDinh
BD1201043,,5.4,5.0,,,,4.75,6.25,8.25,,,2.4,N1,BinhDinh
BD1201044,,7.0,5.25,4.25,6.75,6.5,,,,,,5.4,N1,BinhDinh
BD1201045,,4.8,5.75,,,,4.0,4.25,8.25,,,3.8,N1,BinhDinh
BD1201046,,7.4,7.0,,,,6.5,6.25,8.5,,,6.6,N1,BinhDinh
BD1201047,,4.2,3.25,,,,4.25,6.25,7.0,,,3.0,N1,BinhDinh
BD1201048,,9.0,5.5,7.25,6.5,5.75,,,,,,5.2,N1,BinhDinh
BD1201049,,7.6,4.25,6.25,5.25,5.75,,,,,,4.2,N1,BinhDinh
BD1201050,,6.6,6.5,,,,6.5,7.5,8.75,,,6.4,N1,BinhDinh
BD1201051,,8.6,6.0,6.25,7.0,4.75,,,,,,7.8,N1,BinhDinh
BD1201052,,5.4,7.0,,,,4.0,6.75,8.75,,,2.6,N1,BinhDinh
BD1201053,,6.6,7.5,,,,4.25,6.0,6.0,,,6.6,N1,BinhDinh
BD1201054,,3.4,4.5,,,,4.25,4.5,6.25,,,3.0,N1,BinhDinh
BD1201055,,4.0,7.75,,,,8.0,8.75,7.25,,,8.2,N1,BinhDinh
BD1201056,,3.0,4.25,,,,3.25,5.25,7.5,,,2.4,N1,BinhDinh
BD1201057,,7.0,6.0,7.75,6.25,3.75,,,,,,5.2,N1,BinhDinh
BD1201058,,5.8,7.5,,,,3.75,6.5,6.5,,,3.2,N1,BinhDinh
BD1201059,,3.0,5.25,,,,3.0,4.75,6.0,,,2.4,N1,BinhDinh
BD1201060,,5.4,7.25,,,,5.5,6.5,8.5,,,7.4,N1,BinhDinh
BD1201061,,6.6,5.5,4.25,5.0,4.5,5.75,7.25,7.25,,,6.0,N1,BinhDinh
BD1201062,,4.8,5.5,2.5,2.75,2.5,3.75,6.25,8.75,,,3.6,N1,BinhDinh
BD1201063,,6.4,5.5,,,,3.5,5.75,8.25,,,3.6,N1,BinhDinh
BD1201064,,5.2,7.0,,,,7.5,8.25,9.25,,,6.4,N1,BinhDinh
BD1201065,,4.2,5.75,1.25,1.75,3.25,4.75,6.25,7.75,,,3.2,N1,BinhDinh
BD1201066,,1.8,2.75,,,,4.5,5.75,5.75,,,2.8,N1,BinhDinh
BD1201067,,5.2,7.0,,,,7.75,7.25,8.0,,,6.2,N1,BinhDinh
BD1201068,,2.0,3.0,2.5,2.0,3.5,2.5,5.0,5.0,,,2.6,N1,BinhDinh
BD1201069,,4.2,5.25,,,,4.25,7.0,7.5,,,3.0,N1,BinhDinh
BD1201071,,8.6,5.75,7.5,7.75,6.75,,,,,,4.4,N1,BinhDinh
BD1201072,,6.2,6.5,5.75,5.0,4.25,,,,,,7.2,N1,BinhDinh
BD1201073,,6.8,4.0,7.0,7.0,5.0,,,,,,3.0,N1,BinhDinh
BD1201074,,6.8,6.0,,,,4.5,4.5,7.5,,,7.0,N1,BinhDinh
BD1201075,,2.6,5.5,,,,4.25,4.5,6.0,,,2.8,N1,BinhDinh
BD1201076,,7.6,7.5,,,,8.25,7.75,9.0,,,6.4,N1,BinhDinh
BD1201077,,6.0,5.25,,,,3.0,4.25,8.0,,,3.4,N1,BinhDinh
BD1201078,,4.6,5.5,,,,4.5,5.0,7.0,,,3.8,N1,BinhDinh
BD1201079,,6.0,5.75,3.25,5.5,5.0,,,,,,4.6,N1,BinhDinh
BD1201080,,6.6,5.5,,,,6.0,6.75,9.75,,,3.0,N1,BinhDinh
BD1201081,,5.8,5.0,3.25,4.0,4.5,3.0,5.75,6.75,,,2.6,N1,BinhDinh
BD1201082,,4.4,5.25,,,,6.25,7.0,7.25,,,2.8,N1,BinhDinh
BD1201083,,5.8,5.75,,,,5.25,7.0,7.25,,,5.8,N1,BinhDinh
BD1201084,,7.2,6.25,7.5,6.25,6.0,,,,,,4.4,N1,BinhDinh
BD1201085,,6.4,6.0,3.25,2.75,4.25,5.5,7.25,7.5,,,2.6,N1,BinhDinh
BD1201086,,6.8,4.75,4.0,2.25,3.5,4.25,5.25,8.0,,,4.2,N1,BinhDinh
BD1201087,,8.2,6.5,6.75,6.25,4.5,,,,,,5.4,N1,BinhDinh
BD1201088,,4.2,5.5,,,,2.75,7.25,6.75,,,2.4,N1,BinhDinh
BD1201089,,6.8,5.0,,,,5.75,7.25,8.0,,,5.8,N1,BinhDinh
BD1201090,,6.0,4.75,5.75,4.75,4.0,,,,,,2.2,N1,BinhDinh
BD1201091,,5.8,5.25,,,,6.0,7.5,8.25,,,6.2,N1,BinhDinh
BD1201092,,5.4,4.0,,,,4.25,5.0,6.5,,,3.8,N1,BinhDinh
BD1201093,,6.8,5.5,6.25,4.5,5.5,3.5,6.0,5.0,,,3.8,N1,BinhDinh
BD1201094,,5.8,4.75,4.75,5.25,3.75,5.5,7.0,7.5,,,3.8,N1,BinhDinh
BD1201095,,3.2,5.0,,,,4.5,5.25,6.25,,,2.6,N1,BinhDinh
BD1201096,,5.8,5.5,,,,6.0,6.0,8.25,,,4.2,N1,BinhDinh
BD1201097,,3.4,4.0,,,,2.5,3.75,6.0,,,3.8,N1,BinhDinh
BD1201098,,6.8,6.25,6.0,3.5,3.5,,,,,,4.0,N1,BinhDinh
BD1201099,,7.4,7.0,,,,6.75,6.75,9.5,,,6.0,N1,BinhDinh
BD1201100,,7.8,6.0,7.25,8.25,4.25,,,,,,4.4,N1,BinhDinh
BD1201101,,6.8,4.5,4.5,4.25,5.0,,,,,,5.6,N1,BinhDinh
BD1201102,,7.0,7.75,,,,4.0,7.25,9.0,,,8.0,N1,BinhDinh
BD1201103,,8.4,7.0,5.5,7.0,8.5,,,,,,7.4,N1,BinhDinh
BD1201104,,5.2,4.5,,,,3.5,6.25,9.25,,,4.0,N1,BinhDinh
BD1201105,,6.6,8.25,,,,6.5,7.25,6.5,,,6.2,N1,BinhDinh
BD1201106,,2.6,4.75,,,,3.25,,,,,,,BinhDinh
BD1201107,,7.8,6.0,5.25,5.75,4.25,,,,,,4.0,N1,BinhDinh
BD1201108,,7.4,6.25,,,,5.5,5.5,8.0,,,7.4,N1,BinhDinh
BD1201109,,6.6,4.25,4.5,5.5,2.25,,,,,,3.6,N1,BinhDinh
BD1201110,,2.8,4.0,,,,3.5,5.0,5.5,,,2.6,N1,BinhDinh
BD1201111,,6.6,6.25,5.5,6.5,4.5,,,,,,5.2,N1,BinhDinh
BD1201112,,5.0,5.25,2.0,2.75,4.25,,,,,,4.0,N1,BinhDinh
BD1201113,,3.4,6.25,,,,2.75,5.5,7.0,,,2.0,N1,BinhDinh
BD1201114,,7.0,6.0,5.5,5.0,6.25,,,,,,6.0,N1,BinhDinh
BD1201115,,6.2,5.75,,,,4.75,7.5,8.5,,,3.8,N1,BinhDinh
BD1201116,,6.0,6.25,,,,3.0,6.0,8.75,,,4.6,N1,BinhDinh
BD1201117,,7.6,7.25,7.25,5.5,6.5,5.5,8.0,9.0,,,4.0,N1,BinhDinh
BD1201118,,5.6,5.25,,,,3.5,5.5,7.5,,,4.2,N1,BinhDinh
BD1201119,,4.2,6.25,4.0,4.0,6.0,,,,,,4.2,N1,BinhDinh
BD1201120,,6.4,5.0,4.5,5.25,4.0,,,,,,4.8,N1,BinhDinh
BD1201121,,7.8,7.25,,,,4.5,7.75,7.25,,,9.6,N1,BinhDinh
BD1201122,,8.0,8.5,7.5,5.5,5.25,,,,,,8.4,N1,BinhDinh
BD1201123,,5.4,4.5,4.5,5.0,3.75,,,,,,5.4,N1,BinhDinh
BD1201124,,6.6,5.75,4.25,4.0,3.5,,,,,,4.6,N1,BinhDinh
BD1201125,,5.4,5.75,,,,2.5,6.25,8.25,,,2.8,N1,BinhDinh
BD1201126,,6.6,5.5,3.5,2.75,5.0,5.5,6.75,7.5,,,4.8,N1,BinhDinh
BD1201127,,6.6,4.75,,,,4.5,5.5,7.75,,,5.6,N1,BinhDinh
BD1201128,,5.4,5.75,,,,3.0,5.25,6.25,,,3.8,N1,BinhDinh
BD1201129,,4.8,6.75,,,,7.25,7.0,8.75,,,5.2,N1,BinhDinh
BD1201130,,6.0,6.0,,,,4.25,4.5,6.0,,,3.0,N1,BinhDinh
BD1201131,,8.2,6.25,,,,3.0,5.5,7.0,,,5.4,N1,BinhDinh
BD1201132,,8.4,6.0,4.25,5.25,2.0,4.25,8.0,7.5,,,5.0,N1,BinhDinh
BD1201133,,6.0,3.75,,,,3.25,4.5,7.75,,,2.4,N1,BinhDinh
BD1201134,,8.4,5.5,6.25,7.25,3.5,,,,,,4.4,N1,BinhDinh
BD1201135,,6.8,6.5,6.25,6.5,5.25,,,,,,5.6,N1,BinhDinh
BD1201136,,5.4,5.0,1.25,2.5,3.5,4.25,5.5,8.25,,,4.0,N1,BinhDinh
BD1201137,,2.8,4.5,,,,2.5,3.5,6.5,,,2.8,N1,BinhDinh
BD1201138,,5.8,6.25,4.75,7.25,6.25,,,,,,3.2,N1,BinhDinh
BD1201139,,5.0,7.5,5.5,4.0,3.0,4.75,5.75,8.5,,,3.2,N1,BinhDinh
BD1201140,,9.0,4.5,8.25,8.75,7.5,,,,,,8.4,N1,BinhDinh
BD1201141,,9.0,6.0,6.25,7.5,7.75,,,,,,5.2,N1,BinhDinh
BD1201142,,5.6,4.5,,,,3.5,6.5,6.75,,,2.8,N1,BinhDinh
BD1201143,,4.6,6.25,,,,6.5,7.75,8.0,,,2.8,N1,BinhDinh
BD1201144,,3.2,5.5,,,,2.75,6.75,7.25,,,4.2,N1,BinhDinh
BD1201145,,5.8,5.5,5.0,5.25,4.25,,,,,,4.6,N1,BinhDinh
BD1201146,,7.2,7.0,7.0,6.25,5.75,,,,,,8.6,N1,BinhDinh
BD1201147,,4.8,7.0,5.0,4.5,5.25,2.5,6.5,7.5,,,4.4,N1,BinhDinh
BD1201148,,2.4,4.5,,,,2.75,4.25,7.5,,,4.0,N1,BinhDinh
BD1201149,,4.4,5.0,,,,2.75,4.5,7.25,,,4.0,N1,BinhDinh
BD1201150,,7.0,6.5,6.75,5.5,4.5,,,,,,4.0,N1,BinhDinh
BD1201151,,6.2,5.25,,,,3.75,6.25,7.5,,,2.6,N1,BinhDinh
BD1201152,,2.6,3.0,1.75,1.75,,2.25,,,,,2.0,N1,BinhDinh
BD1201153,,6.6,6.25,,,,3.25,6.75,8.75,,,5.6,N1,BinhDinh
BD1201154,,3.8,6.0,,,,4.75,7.5,6.25,,,6.0,N1,BinhDinh
BD1201155,,6.0,6.5,5.5,5.75,5.0,4.5,5.5,7.25,,,4.6,N1,BinhDinh
BD1201156,,4.8,6.5,3.25,2.75,3.5,3.25,5.0,7.0,,,3.8,N1,BinhDinh
BD1201157,,5.0,5.5,,,,7.5,6.25,7.75,,,6.6,N1,BinhDinh
BD1201158,,8.0,6.25,7.25,3.75,4.75,,,,,,7.0,N1,BinhDinh
BD1201159,,6.0,5.0,,,,5.0,6.25,8.0,,,4.4,N1,BinhDinh
BD1201160,,7.2,6.5,,,,4.0,5.75,6.75,,,4.8,N1,BinhDinh
BD1201161,,8.4,6.25,3.0,7.0,8.0,,,,,,5.6,N1,BinhDinh
BD1201162,,2.6,3.25,,,,1.75,4.5,6.75,,,3.4,N1,BinhDinh
BD1201163,,6.4,5.0,,,,3.25,5.75,7.75,,,4.8,N1,BinhDinh
BD1201164,,3.6,5.25,,,,5.0,6.0,8.5,,,3.4,N1,BinhDinh
BD1201165,,5.6,6.75,,,,4.0,6.0,8.25,,,4.6,N1,BinhDinh
BD1201166,,7.0,5.0,6.25,2.25,2.75,3.5,5.25,7.5,,,4.6,N1,BinhDinh
BD1201167,,6.8,6.75,,,,3.75,6.75,8.0,,,3.8,N1,BinhDinh
BD1201168,,5.8,5.75,,,,6.5,7.5,7.25,,,4.0,N1,BinhDinh
BD1201169,,7.6,6.5,,,,7.25,8.75,9.5,,,8.8,N1,BinhDinh
BD1201170,,6.6,6.5,,,,5.25,5.5,8.75,,,7.0,N1,BinhDinh
BD1201171,,5.8,4.0,,,,6.5,5.75,7.75,,,3.4,N1,BinhDinh
BD1201172,,7.8,5.5,7.25,8.25,5.0,,,,,,2.0,N1,BinhDinh
BD1201173,,6.4,6.0,5.5,5.5,3.75,3.25,5.25,7.0,,,3.4,N1,BinhDinh
BD1201174,,6.8,3.5,,,,3.25,7.0,7.75,,,3.8,N1,BinhDinh
BD1201175,,6.0,5.75,,,,8.0,8.5,9.0,,,3.8,N1,BinhDinh
BD1201176,,6.6,7.0,,,,8.5,8.75,8.75,,,6.0,N1,BinhDinh
BD1201177,,7.2,3.0,6.5,7.25,5.25,4.5,7.25,7.5,,,3.2,N1,BinhDinh
BD1201178,,7.2,6.25,7.0,5.5,5.75,,,,,,3.2,N1,BinhDinh
BD1201179,,7.8,5.5,5.5,5.25,4.5,,,,,,3.6,N1,BinhDinh
BD1201180,,5.0,6.75,,,,7.75,8.25,8.5,,,3.0,N1,BinhDinh
BD1201181,,4.6,5.0,,,,1.75,5.0,6.5,,,2.6,N1,BinhDinh
BD1201182,,8.2,6.5,7.25,5.0,6.25,,,,,,7.2,N1,BinhDinh
BD1201183,,7.2,6.75,,,,4.0,6.5,9.0,,,4.8,N1,BinhDinh
BD1201184,,4.4,5.5,,,,5.0,7.0,8.75,,,3.2,N1,BinhDinh
BD1201185,,7.6,5.0,7.0,7.5,5.75,5.25,7.75,7.75,,,4.8,N1,BinhDinh
BD1201186,,4.4,4.5,3.5,3.0,4.0,3.75,6.0,,,,,,BinhDinh
BD1201187,,6.6,6.0,5.25,5.5,5.0,,,,,,6.6,N1,BinhDinh
BD1201188,,7.0,5.5,6.0,6.5,5.5,,,,,,4.6,N1,BinhDinh
BD1201189,,7.4,6.75,,,,4.25,6.25,6.25,,,7.6,N1,BinhDinh
BD1201190,,2.2,4.75,,,,3.75,6.25,6.25,,,1.6,N1,BinhDinh
